,respondentname,parentname,hmda_id,advertiser,parent,advertiser_id,score
3267.0,BITTERROOT VALLEY BANK,BITTERROOT VALLEY BANK,30000-0000023806,,,,
3268.0,SUMMIT BANK,SUMMIT BANK,30000-0000023864,,,,
3269.0,FIRST BANK OF TEXAS,FIRST BANK OF TEXAS,30000-0000023883,,,,
3270.0,CHARTER 1 BANK,CHARTER 1 BANK,30000-0000023894,,,,
3271.0,CITY BANK & TRUST OF SHREVEPOR,CITY BANK & TRUST OF SHREVEPOR,30000-0000023895,,,,
3272.0,BELMONT SAVINGS BANK,BELMONT SAVINGS BANK,30000-0000023901,Belmont Savings Bank,Belmont Savings Bank,568.0,100.0
3273.0,BOSTON BANK OF COMMERCE,BOSTON BANK OF COMMERCE,30000-0000023966,,,,
3274.0,COUNTRY BANK FOR SAVINGS,COUNTRY BANK FOR SAVINGS,30000-0000023992,,,,
3275.0,THE HARBOR BANK OF MARYLAND,THE HARBOR BANK OF MARYLAND,30000-0000024015,,,,
3277.0,RESOURCE TRUST COMPANY,RESOURCE TRUST COMPANY,30000-0000024055,,,,
3278.0,REDDING BANK OF COMMERCE,REDDING BANK OF COMMERCE,30000-0000024074,,,,
3280.0,FIRSTBANK OF TECH CENTER,FIRSTBANK OF TECH CENTER,30000-0000024096,,,,
3281.0,FRANKLIN STATE BANK,FRANKLIN STATE BANK,30000-0000024120,,,,
3283.0,OCEAN BANK,OCEAN BANK,30000-0000024156,Ocean Bank,Ocean Bank,2854.0,100.0
3284.0,SECURITY BANK WACONIA,SECURITY BANK WACONIA,30000-0000024173,,,,
3285.0,FIRSTBANK OF AURORA,FIRSTBANK OF AURORA,30000-0000024200,,,,
3286.0,KERMAN STATE BANK,KERMAN STATE BANK,30000-0000024228,,,,
3287.0,HERITAGE OAKS BANK,HERITAGE OAKS BANK,30000-0000024229,Mission Community Bank,Heritage Oaks Bancorp,84135.0,83.21450158219625
3288.0,COMMUNITY BK OF CENTRAL CALIF,COMMUNITY BK OF CENTRAL CALIF,30000-0000024243,Community Banks Of Central OH,Community Banks Of Central OH,73371.0,83.778397307049
3289.0,CHASEWOOD BANK,CHASEWOOD BANK,30000-0000024272,,,,
3290.0,PAVILLION BANK,PAVILLION BANK,30000-0000024303,,,,
3292.0,FIRST CREDIT BANK,FIRST CREDIT BANK,30000-0000024332,First Credit Bank,First Credit Bank,1533.0,100.0
3293.0,RIVERWAY BANK,RIVERWAY BANK,30000-0000024337,,,,
3294.0,THE BANK OF GRAND JUNCTION,THE BANK OF GRAND JUNCTION,30000-0000024500,,,,
3295.0,LINCOLN BANK OF NORTH CAROLINA,LINCOLN BANK OF NORTH CAROLINA,30000-0000024505,,,,
3296.0,BANK AUDI (USA),BANK AUDI (USA),30000-0000024516,Bank Audi,Bank Audi SAL,91404.0,89.98661072662377
3297.0,SOUTHERN NEW HAMPSHIRE BANK AN,SOUTHERN NEW HAMPSHIRE BANK AN,30000-0000024540,,,,
3298.0,AMERICAN RIVER BANK,AMERICAN RIVER BANK,30000-0000024655,American River Bank,American River Bank,247.0,100.0
3299.0,WARREN FIVE CENTS SAVINGS BANK,WARREN FIVE CENTS SAVINGS BANK,30000-0000024688,Webster Five Bank,Webster Five Cents Savings Bank,71773.0,83.55434312629944
3300.0,BOSTON PRIVATE BANK & TRUST CO,BOSTON PRIVATE BANK & TRUST CO,30000-0000024811,,,,
3301.0,INTERNATIONAL FINANCE BANK,INTERNATIONAL FINANCE BANK,30000-0000024823,IFS,INTL FINANCIAL SERVICES,103791.0,85.85075077770821
3302.0,THE BANK OF ST. CHARLES COUNTY,THE BANK OF ST. CHARLES COUNTY,30000-0000024866,,,,
3303.0,SCRIPPS BANK,SCRIPPS BANK,30000-0000024888,Scripps Bank,Scripps Bank,8280.0,100.0
3304.0,HANVIT AMERICA BANK,HANVIT AMERICA BANK,30000-0000024920,,,,
3305.0,PROSPERITY BANK,PROSPERITY BANK,30000-0000024963,PPI Prosperity Partners,Prosperity Partners Inc,52441.0,81.71143245057507
3306.0,BUSINESS BANK OF CALIFORNIA,BUSINESS BANK OF CALIFORNIA,30000-0000025070,,,,
3307.0,HABIB AMERICAN BANK,HABIB AMERICAN BANK,30000-0000025093,Habib American Bank,Habib American Bank,74594.0,100.0
3309.0,SCHWEGMANN BANK & TRUST CO.,SCHWEGMANN BANK & TRUST CO.,30000-0000025139,,,,
3310.0,WESTERN BANK OF CHEYENNE,WESTERN BANK OF CHEYENNE,30000-0000025154,,,,
3311.0,"FINANCE FACTORS, LTD.","FINANCE FACTORS, LTD.",30000-0000025158,,,,
3312.0,"BANK OF AMERICA, COMM DEV BANK","BANK OF AMERICA, COMM DEV BANK",30000-0000025178,,,,
3313.0,RUSHMORE BANK & TRUST,RUSHMORE BANK & TRUST,30000-0000025259,,,,
3315.0,FIRST CENTRAL BANK,FIRST CENTRAL BANK,30000-0000025268,First Central State Bank,First Central State Bank,74094.0,85.20425122630559
3317.0,FIRST COMMERCIAL BK HUNTSVILLE,FIRST COMMERCIAL BK HUNTSVILLE,30000-0000025645,,,,
3319.0,FREMONT INVESTMENT & LOAN,FREMONT INVESTMENT & LOAN,30000-0000025653,Fremont Investment & Loan Bank,Fremont Investment & Loan,1673.0,100.0
3321.0,CHEYENNE MOUNTAIN BANK,CHEYENNE MOUNTAIN BANK,30000-0000025719,,,,
3322.0,MURPHY BANK,MURPHY BANK,30000-0000025726,,,,
3323.0,FIRSTPLUS BANK,FIRSTPLUS BANK,30000-0000025727,First US Bank,First US Bank,147661.0,85.29546282937129
3325.0,PEOPLES BANK & TRUST,PEOPLES BANK & TRUST,30000-0000025795,Peoples Bank & Trust Co,Peoples Bank & Trust Co,33718.0,81.32017454009156
3326.0,CB&T OF MIDDLE GEORGIA,CB&T OF MIDDLE GEORGIA,30000-0000025804,,,,
3327.0,FIRST COLONY BANK,FIRST COLONY BANK,30000-0000025847,,,,
3328.0,METROPOLITAN BANK,METROPOLITAN BANK,30000-0000025869,,,,
3329.0,FINANCE AND THRIFT COMPANY,FINANCE AND THRIFT COMPANY,30000-0000025870,,,,
3330.0,CORNERSTONE BANK,CORNERSTONE BANK,30000-0000026006,Cornerstone Bank,Cornerstone Bank NA,1043.0,100.0
3331.0,FIRST FIDELITY INVESTMENT & LN,FIRST FIDELITY INVESTMENT & LN,30000-0000026014,,,,
3332.0,SOUTH COAST COMMERCIAL BANK,SOUTH COAST COMMERCIAL BANK,30000-0000026015,,,,
3335.0,CAPITOL THRIFT AND LOAN,CAPITOL THRIFT AND LOAN,30000-0000026244,,,,
3336.0,FIRST COUNTIES BANK,FIRST COUNTIES BANK,30000-0000026250,,,,
3337.0,CORNERSTONE COMMUNITY BANK,CORNERSTONE COMMUNITY BANK,30000-0000026256,,,,
3338.0,FIRST SAFETY BANK,FIRST SAFETY BANK,30000-0000026263,,,,
3339.0,OAKS BANK & TRUST COMPANY,OAKS BANK & TRUST COMPANY,30000-0000026264,Acclaim,Four Oaks Bank & Trust Co,46162.0,85.19600957959388
3340.0,NORCROWN BANK,NORCROWN BANK,30000-0000026267,Crown Bank,Crown Bank,1090.0,81.4000188470346
3341.0,HOME BANK OF CALIFORNIA,HOME BANK OF CALIFORNIA,30000-0000026271,,,,
3342.0,"STATE BANK & TRUST CO., DALLAS","STATE BANK & TRUST CO., DALLAS",30000-0000026283,State Bank & Trust Co,State Bank & Trust Co,89865.0,86.57449762014761
3343.0,FIRSTBANK OF LITTLETON,FIRSTBANK OF LITTLETON,30000-0000026295,,,,
3345.0,AUBURNDALE CO-OPERATIVE BANK,AUBURNDALE CO-OPERATIVE BANK,30000-0000026336,,,,
3346.0,IMPERIAL CAPITAL BANK,IMPERIAL CAPITAL BANK,30000-0000026348,,,,
3347.0,STATE BANK OF SOUTHWEST MO,STATE BANK OF SOUTHWEST MO,30000-0000026358,State Bank Northwest,State Bank Northwest,179502.0,82.83119025382763
3348.0,FIRST COMMERCIAL BK BIRMINGHAM,FIRST COMMERCIAL BK BIRMINGHAM,30000-0000026359,,,,
3349.0,COMMUNITY COMMERCE BANK,COMMUNITY COMMERCE BANK,30000-0000026363,,,,
3350.0,ATLANTIC STEWARDSHIP BANK,ATLANTIC STEWARDSHIP BANK,30000-0000026390,Atlantic Stewardship Bank,Atlantic Stewardship Bank,328.0,100.0
3351.0,PITTSFIELD COOPERATIVE BANK,PITTSFIELD COOPERATIVE BANK,30000-0000026393,Pittsfield Cooperative Bank,Pittsfield Cooperative Bank,79953.0,100.0
3352.0,FRAMINGHAM COOPERATIVE BANK,FRAMINGHAM COOPERATIVE BANK,30000-0000026395,,,,
3354.0,BANK OF IDAHO,BANK OF IDAHO,30000-0000026403,,,,
3355.0,HAVERHILL CO-OPERATIVE BANK,HAVERHILL CO-OPERATIVE BANK,30000-0000026411,,,,
3356.0,EVERETT CO-OPERATIVE BANK,EVERETT CO-OPERATIVE BANK,30000-0000026444,,,,
3357.0,SHARON CO-OPERATIVE BANK,SHARON CO-OPERATIVE BANK,30000-0000026446,Sharon Co-Operative Bank,Sharon Co-Operative Bank,25107.0,100.0
3358.0,MANSFIELD CO-OPERATIVE BANK,MANSFIELD CO-OPERATIVE BANK,30000-0000026448,Pittsfield Cooperative Bank,Pittsfield Cooperative Bank,79953.0,82.04761049188244
3359.0,TELECOM COOPERATIVE BANK,TELECOM COOPERATIVE BANK,30000-0000026449,Salem Co-Operative Bank,Salem Co-Operative Bank,99280.0,82.81062656431945
3360.0,CANTON CO-OPERATIVE BANK,CANTON CO-OPERATIVE BANK,30000-0000026450,Canton Co-Operative Bank,Canton Co-Operative Bank,91940.0,100.0
3361.0,FIDELITY CO-OPERATIVE BANK,FIDELITY CO-OPERATIVE BANK,30000-0000026451,,,,
3362.0,IPSWICH CO-OPERATIVE BANK,IPSWICH CO-OPERATIVE BANK,30000-0000026452,,,,
3363.0,EQUITABLE CO-OPERATIVE BANK,EQUITABLE CO-OPERATIVE BANK,30000-0000026453,Equitable Co-Op Bank,Equitable Cooperative Bank,36460.0,100.0
3364.0,NORTHAMPTON CO-OPERATIVE BANK,NORTHAMPTON CO-OPERATIVE BANK,30000-0000026454,Northampton Co-Operative Bank,Northampton Cooperative Bank,66579.0,100.0
3365.0,SAVERS CO-OPERATIVE BANK,SAVERS CO-OPERATIVE BANK,30000-0000026455,Salem Co-Operative Bank,Salem Co-Operative Bank,99280.0,85.97984286653715
3368.0,LOWELL CO-OPERATIVE BANK,LOWELL CO-OPERATIVE BANK,30000-0000026467,,,,
3369.0,BANK OF MARYLAND,BANK OF MARYLAND,30000-0000026477,,,,
3370.0,FIRST SIGNATURE BANK & TRUST,FIRST SIGNATURE BANK & TRUST,30000-0000026479,,,,
3371.0,GREAT FALLS BANK,GREAT FALLS BANK,30000-0000026480,,,,
3372.0,THE NEEDHAM CO-OPERATIVE BANK,THE NEEDHAM CO-OPERATIVE BANK,30000-0000026483,Stonehambank,Stoneham Co-Operative Bank,8428.0,83.0845967765726
3373.0,NORTH SHORE BANK,NORTH SHORE BANK,30000-0000026484,North Shore Bank,North Shore Bank,2811.0,100.0
3374.0,NEWTON SOUTH CO-OP BANK,NEWTON SOUTH CO-OP BANK,30000-0000026485,,,,
3375.0,UNITED COOPERATIVE BANK,UNITED COOPERATIVE BANK,30000-0000026486,United Cooperative Bank,United Cooperative Bank,16928.0,100.0
3376.0,WALPOLE CO-OPERATIVE BANK,WALPOLE CO-OPERATIVE BANK,30000-0000026487,Walpole Co-Op Bank,Walpole Co-operative Bank,90528.0,100.0
3377.0,AMERICAN BANK OF CONNECTICUT,AMERICAN BANK OF CONNECTICUT,30000-0000026498,,,,
3378.0,CREDITAMERICA SAVINGS COMPANY,CREDITAMERICA SAVINGS COMPANY,30000-0000026499,,,,
3379.0,MARLBOROUGH CO-OPERATIVE BANK,MARLBOROUGH CO-OPERATIVE BANK,30000-0000026510,,,,
3380.0,MELROSE COOPERATIVE BANK,MELROSE COOPERATIVE BANK,30000-0000026511,Melrose Cooperative Bank,Melrose Cooperative Bank,2538.0,100.0
3381.0,METHUEN CO-OPERATIVE BANK,METHUEN CO-OPERATIVE BANK,30000-0000026512,Methuen Co-Op Bank,Methuen Co-Operative Bank,75450.0,100.0
3382.0,STOUGHTON CO-OPERATIVE BANK,STOUGHTON CO-OPERATIVE BANK,30000-0000026513,,,,
3383.0,HERITAGE CO-OPERATIVE BANK,HERITAGE CO-OPERATIVE BANK,30000-0000026514,,,,
3384.0,WAKEFIELD CO-OPERATIVE BANK,WAKEFIELD CO-OPERATIVE BANK,30000-0000026516,Greenfield Cooperative Bank,Greenfield Cooperative Bank,93573.0,82.63104808442769
3385.0,CAPE COD CO-OPERATIVE BANK,CAPE COD CO-OPERATIVE BANK,30000-0000026517,Cape Cod Co-Op Bank,Cape Cod Cooperative Bank,91944.0,100.0
3387.0,GLOUCESTER COOPERATIVE BANK,GLOUCESTER COOPERATIVE BANK,30000-0000026536,Winchester Co-Operative Bank,Winchester Co-Operative Bank,100460.0,80.12522814046224
3388.0,BROOKLINE CO-OPERATIVE BANK,BROOKLINE CO-OPERATIVE BANK,30000-0000026537,,,,
3389.0,NORTH ABINGTON COOP BANK,NORTH ABINGTON COOP BANK,30000-0000026549,,,,
3390.0,BANK OF FALL RIVER,BANK OF FALL RIVER,30000-0000026551,,,,
3391.0,MT. WASHINGTON COOPERATIVE,MT. WASHINGTON COOPERATIVE,30000-0000026552,,,,
3392.0,MAYFLOWER COOPERATIVE BANK,MAYFLOWER COOPERATIVE BANK,30000-0000026553,,,,
3393.0,EASTON COOPERATIVE BANK,EASTON COOPERATIVE BANK,30000-0000026554,Sharon Co-Operative Bank,Sharon Co-Operative Bank,25107.0,82.54323102511265
3394.0,NORWOOD COOPERATIVE BANK,NORWOOD COOPERATIVE BANK,30000-0000026555,,,,
3395.0,COLONIAL CO-OPERATIVE BANK,COLONIAL CO-OPERATIVE BANK,30000-0000026556,,,,
3396.0,STONEHAM CO-OPERATIVE BANK,STONEHAM CO-OPERATIVE BANK,30000-0000026559,Stonehambank,Stoneham Co-Operative Bank,8428.0,100.0
3397.0,MANUFACTURERS BANK OF FLORIDA,MANUFACTURERS BANK OF FLORIDA,30000-0000026560,,,,
3398.0,PENINSULA BANK,PENINSULA BANK,30000-0000026563,Mid-Peninsula Bank,Mid-Peninsula Bank,2585.0,84.77147935287755
3399.0,NORTH CAMBRIDGE COOPERATIVE BA,NORTH CAMBRIDGE COOPERATIVE BA,30000-0000026567,,,,
3400.0,ADAMS CO-OPERATIVE BANK,ADAMS CO-OPERATIVE BANK,30000-0000026568,Adams Co-Operative Bank,Adams Co-Operative Bank,100744.0,100.0
3401.0,MASSACHUSETTS COOPERATIVE BANK,MASSACHUSETTS COOPERATIVE BANK,30000-0000026569,,,,
3402.0,THE BRAINTREE CO-OPERATIVE BAN,THE BRAINTREE CO-OPERATIVE BAN,30000-0000026570,Braintree Cooperative Bank,Braintree Cooperative Bank,72787.0,97.95373180966186
3403.0,MEDFORD CO-OPERATIVE BANK,MEDFORD CO-OPERATIVE BANK,30000-0000026572,,,,
3404.0,SAUGUSBANK,SAUGUSBANK,30000-0000026574,,,,
3405.0,SOUTH SHORE CO-OPERATIVE BANK,SOUTH SHORE CO-OPERATIVE BANK,30000-0000026575,,,,
3406.0,WRENTHAM CO-OPERATIVE BANK,WRENTHAM CO-OPERATIVE BANK,30000-0000026576,Stonehambank,Stoneham Co-Operative Bank,8428.0,82.65879967406659
3407.0,PREMIER COMMUNITY BANK OF FL,PREMIER COMMUNITY BANK OF FL,30000-0000026587,,,,
3408.0,PILGRIM CO-OPERATIVE BANK,PILGRIM CO-OPERATIVE BANK,30000-0000026590,,,,
3409.0,WEYMOUTH CO-OPERATIVE BANK,WEYMOUTH CO-OPERATIVE BANK,30000-0000026591,,,,
3410.0,THE BANK & TRUST OF PUERTO RIC,THE BANK & TRUST OF PUERTO RIC,30000-0000026592,,,,
3411.0,COMMONWEALTH CO-OPERATIVE BANK,COMMONWEALTH CO-OPERATIVE BANK,30000-0000026593,,,,
3412.0,WARE CO-OPERATIVE BANK,WARE CO-OPERATIVE BANK,30000-0000026594,Sharon Co-Operative Bank,Sharon Co-Operative Bank,25107.0,81.35884556670098
3413.0,HOLBROOK CO-OPERATIVE BANK,HOLBROOK CO-OPERATIVE BANK,30000-0000026600,,,,
3414.0,BEVERLY CO-OPERATIVE BANK,BEVERLY CO-OPERATIVE BANK,30000-0000026601,Beverly Co-Operative Bank,Beverly Cooperative Bank,26506.0,100.0
3415.0,MEDWAY CO-OPERATIVE BANK,MEDWAY CO-OPERATIVE BANK,30000-0000026602,,,,
3416.0,WELLESLEY CO-OPERATIVE BANK,WELLESLEY CO-OPERATIVE BANK,30000-0000026605,,,,
3417.0,SOUTH ALABAMA BANK,SOUTH ALABAMA BANK,30000-0000026607,,,,
3418.0,GOLDEN SECURITY BANK,GOLDEN SECURITY BANK,30000-0000026615,,,,
3419.0,AVON COOPERATIVE BANK,AVON COOPERATIVE BANK,30000-0000026617,Avon Co-Operative Bank,Avon Co-operative Bank,72403.0,100.0
3420.0,BUTLER BANK,BUTLER BANK,30000-0000026619,,,,
3421.0,READING CO-OPERATIVE BANK,READING CO-OPERATIVE BANK,30000-0000026620,Reading Cooperative Bank,Reading Cooperative Bank,16327.0,100.0
3423.0,MECHANICS' CO-OPERATIVE BANK,MECHANICS' CO-OPERATIVE BANK,30000-0000026634,Mechanics Coop Bank,Mechanics Cooperative Bank,75418.0,100.0
3424.0,FIRSTBANK NORTH,FIRSTBANK NORTH,30000-0000026635,,,,
3425.0,CENTRAL COOPERATIVE BANK,CENTRAL COOPERATIVE BANK,30000-0000026646,Central Cooperative Bank,Central Cooperative Bank,101873.0,100.0
3426.0,FIRSTRUST BANK,FIRSTRUST BANK,30000-0000026647,Firstrust Bank,Firstrust Bank,1618.0,100.0
3427.0,FIRSTBANK OF CHERRY CREEK,FIRSTBANK OF CHERRY CREEK,30000-0000026649,,,,
3428.0,GEORGIA STATE BANK,GEORGIA STATE BANK,30000-0000026651,Path2College 529 Plan,Georgia State Of,19057.0,82.52576447009616
3430.0,HERITAGE BANK OF NORTH FLORIDA,HERITAGE BANK OF NORTH FLORIDA,30000-0000026680,,,,
3432.0,BALBOA THRIFT AND LOAN,BALBOA THRIFT AND LOAN,30000-0000026704,,,,
3433.0,REGENT BANK,REGENT BANK,30000-0000026713,Regent Bank,Regent Bank,33915.0,100.0
3434.0,EUROBANK,EUROBANK,30000-0000026725,Eurobank,Eurobank,1339.0,100.0
3435.0,THE EXPRESS BANK,THE EXPRESS BANK,30000-0000026769,,,,
3436.0,PASADENA STATE BANK,PASADENA STATE BANK,30000-0000026788,,,,
3437.0,HOME CREDIT BANK,HOME CREDIT BANK,30000-0000026798,,,,
3438.0,EVABANK,EVABANK,30000-0000026799,,,,
3439.0,CAROLINA FIRST BANK,CAROLINA FIRST BANK,30000-0000026849,,,,
3440.0,GLOUCESTER BANK & TRUST COMPAN,GLOUCESTER BANK & TRUST COMPAN,30000-0000026884,,,,
3441.0,WESTBANK,WESTBANK,30000-0000026896,,,,
3442.0,THE BANK OF SOUTH CAROLINA,THE BANK OF SOUTH CAROLINA,30000-0000026912,,,,
3444.0,THE COOPERATIVE BANK,THE COOPERATIVE BANK,30000-0000026922,Avon Co-Operative Bank,Avon Co-operative Bank,72403.0,80.55438140293353
3445.0,BANK OF WESTERN MASS,BANK OF WESTERN MASS,30000-0000026942,Bank Of Western MA,Bank Of Western MA,54331.0,90.97843821551496
3447.0,RIVERSIDE BANK,RIVERSIDE BANK,30000-0000026951,Riverside Bank,Riverside Bank,16371.0,100.0
3448.0,WILSON BANK & TRUST,WILSON BANK & TRUST,30000-0000026962,Wilson Bank & Trust,Wilson Bank & Trust,34831.0,100.0
3449.0,"FIRST BANK, CBC","FIRST BANK, CBC",30000-0000026974,,,,
3450.0,FIRST AMERICAN BANK OF WALTON,FIRST AMERICAN BANK OF WALTON,30000-0000026979,First American Bank Of Alabama,FIRST AMERICAN BANK OF AL,10492.0,86.9497880814046
3451.0,AMERICAN CHARTERED BANK,AMERICAN CHARTERED BANK,30000-0000027006,American Chartered Bank,American Chartered Bancorp Inc,215.0,86.82302003317301
3452.0,LOS ROBLES BANK,LOS ROBLES BANK,30000-0000027008,,,,
3453.0,WAINWRIGHT BANK & TRUST CO.,WAINWRIGHT BANK & TRUST CO.,30000-0000027009,,,,
3455.0,SECURITY BANK OF HOUSTON COUNT,SECURITY BANK OF HOUSTON COUNT,30000-0000027048,,,,
3456.0,CLOVER COMMUNITY BANK,CLOVER COMMUNITY BANK,30000-0000027055,,,,
3457.0,CITIZENS & MERCHANTS STATE BK,CITIZENS & MERCHANTS STATE BK,30000-0000027056,,,,
3458.0,CEDARS BANK,CEDARS BANK,30000-0000027069,,,,
3459.0,EVERETT MUTUAL BANK,EVERETT MUTUAL BANK,30000-0000027070,Everett Mutual Bank,Everett Mutual Savings Bank,1342.0,81.7860383894987
3461.0,FIRST COAST COMMUNITY BANK,FIRST COAST COMMUNITY BANK,30000-0000027075,,,,
3462.0,FIRST AMERICAN BANK & TRUST,FIRST AMERICAN BANK & TRUST,30000-0000027078,First American Bank & Trust,First American Bank & Trust,135936.0,100.0
3463.0,CHARLOTTE STATE BANK,CHARLOTTE STATE BANK,30000-0000027086,Charlotte State Bank & Trust,Charlotte State Bank & Trust,214171.0,87.51574133407661
3464.0,VALENCIA BANK & TRUST,VALENCIA BANK & TRUST,30000-0000027091,,,,
3465.0,SOUTHERN PACIFIC BANK,SOUTHERN PACIFIC BANK,30000-0000027094,Southern Pacific Bank,Southern Pacific Bank,25162.0,100.0
3467.0,NORTHMARK BANK,NORTHMARK BANK,30000-0000027119,,,,
3468.0,BANK ATLANTA,BANK ATLANTA,30000-0000027122,,,,
3469.0,FLAGSHIP BANK & TRUST COMPANY,FLAGSHIP BANK & TRUST COMPANY,30000-0000027134,,,,
3470.0,THE HERNANDO COUNTY BANK,THE HERNANDO COUNTY BANK,30000-0000027135,,,,
3471.0,HORRY COUNTY STATE BANK,HORRY COUNTY STATE BANK,30000-0000027139,Horry County State Bank,Horry County State Bank,84203.0,100.0
3472.0,VBANK,VBANK,30000-0000027148,Bancorp Bank,Bancorp Bank,26351.0,81.78312437198268
3473.0,EUROBANK - MORTGAGE DEPARTMENT,EUROBANK - MORTGAGE DEPARTMENT,30000-0000027150,,,,
3475.0,BERGEN COMMERCIAL BANK,BERGEN COMMERCIAL BANK,30000-0000027180,,,,
3476.0,CAPITAL CROSSING BANK,CAPITAL CROSSING BANK,30000-0000027184,Capital Crossing Bank,Capital Crossing Bank,807.0,100.0
3477.0,FIRST STATE BANK OF PINELLAS,FIRST STATE BANK OF PINELLAS,30000-0000027186,First State Bank Of IL,First State Bank Of IL,18906.0,86.3588924499688
3478.0,GATEWAY AMERICAN BANK,GATEWAY AMERICAN BANK,30000-0000027193,,,,
3479.0,ENGLEWOOD BANK,ENGLEWOOD BANK,30000-0000027205,,,,
3480.0,THE BANK OF TUSCALOOSA,THE BANK OF TUSCALOOSA,30000-0000027209,,,,
3482.0,FIRSTBANK OF DENVER,FIRSTBANK OF DENVER,30000-0000027225,,,,
3484.0,DEDHAM CO-OPERATIVE BANK,DEDHAM CO-OPERATIVE BANK,30000-0000027232,Stonehambank,Stoneham Co-Operative Bank,8428.0,80.30713134965866
3486.0,STAR FINANCIAL BANK,STAR FINANCIAL BANK,30000-0000027235,Grabill Bank,IAB Financial Bank,74759.0,83.0378521065208
3487.0,PORTAGE COMMERCE BANK,PORTAGE COMMERCE BANK,30000-0000027236,,,,
3489.0,WINCHESTER COOPERATIVE BANK,WINCHESTER COOPERATIVE BANK,30000-0000027238,Winchester Co-Operative Bank,Winchester Co-Operative Bank,100460.0,100.0
3490.0,"CITIZENS BANK (KENTUCKY), INC.","CITIZENS BANK (KENTUCKY), INC.",30000-0000027240,,,,
3491.0,THE COLUMBIA BANK,THE COLUMBIA BANK,30000-0000027244,Columbia Bank,Columbia Bank,976.0,100.0
3492.0,SONOMA VALLEY BANK,SONOMA VALLEY BANK,30000-0000027259,,,,
3493.0,AMERASIA BANK,AMERASIA BANK,30000-0000027267,America Bank,America Bank,204071.0,82.68504339679565
3494.0,DEAN COOPERATIVE BANK,DEAN COOPERATIVE BANK,30000-0000027269,Sharon Co-Operative Bank,Sharon Co-Operative Bank,25107.0,81.12212554258201
3495.0,DAMASCUS COMMUNITY BANK,DAMASCUS COMMUNITY BANK,30000-0000027280,,,,
3496.0,REPUBLIC BANK OF NORMAN,REPUBLIC BANK OF NORMAN,30000-0000027286,,,,
3497.0,COMMERCIAL BANK OF NEW YORK,COMMERCIAL BANK OF NEW YORK,30000-0000027292,Commercial Bank Of New York,COMMERCIAL BANK OF NY,723.0,85.03170180512069
3498.0,ATHOL-CLINTON CO-OP BANK,ATHOL-CLINTON CO-OP BANK,30000-0000027293,,,,
3499.0,WALTON BANK & TRUST CO.,WALTON BANK & TRUST CO.,30000-0000027313,,,,
3501.0,MERCANTILE BANK & TRUST CO,MERCANTILE BANK & TRUST CO,30000-0000027335,,,,
3502.0,FIRSTBANK OF ARAPAHOE COUNTY,FIRSTBANK OF ARAPAHOE COUNTY,30000-0000027336,,,,
3503.0,CALIFORNIA CHOHUNG BANK,CALIFORNIA CHOHUNG BANK,30000-0000027338,,,,
3505.0,PRAIRIE STATE BANK & TRUST,PRAIRIE STATE BANK & TRUST,30000-0000027362,,,,
3507.0,CENTURY SOUTH BANK OF ALABAMA,CENTURY SOUTH BANK OF ALABAMA,30000-0000027365,,,,
3508.0,SECURITY BANK OF BIBB COUNTY,SECURITY BANK OF BIBB COUNTY,30000-0000027367,,,,
3509.0,MERRILL LYNCH BANK USA,MERRILL LYNCH BANK USA,30000-0000027374,,,,
3510.0,VINE STREET TRUST COMPAY,VINE STREET TRUST COMPAY,30000-0000027375,,,,
3511.0,FIRST METRO BANK,FIRST METRO BANK,30000-0000027381,,,,
3512.0,PORT RICHMOND SAVINGS,PORT RICHMOND SAVINGS,30000-0000027385,,,,
3515.0,PUTNAM STATE BANK,PUTNAM STATE BANK,30000-0000027405,Putnam State Bank,Putnam State Bank,109295.0,100.0
3516.0,ENTERPRISE BANK AND TRUST COMP,ENTERPRISE BANK AND TRUST COMP,30000-0000027408,,,,
3518.0,GREER STATE BANK,GREER STATE BANK,30000-0000027413,Greer State Bank,Greer State Bank,55910.0,100.0
3519.0,FIRST BANK OF GEORGIA,FIRST BANK OF GEORGIA,30000-0000027423,First Bank Of GA,First Bank Of GA,83553.0,81.4216003680652
3520.0,CHARTER BANK & TRUST,CHARTER BANK & TRUST,30000-0000027440,Carter Bank & Trust,Carter Bank & Trust,112246.0,94.56303036152663
3521.0,FOSTER BANK,FOSTER BANK,30000-0000027447,,,,
3522.0,HOME SECURITY BANK,HOME SECURITY BANK,30000-0000027449,,,,
3523.0,SEQUOIABANK,SEQUOIABANK,30000-0000027454,,,,
3524.0,COMMUNITY BANK OF MARYLAND,COMMUNITY BANK OF MARYLAND,30000-0000027473,,,,
3525.0,BANK OF WALTERBORO,BANK OF WALTERBORO,30000-0000027496,Bank Of Waterboro,Bank Of Waterboro,134222.0,94.50969308929143
3532.0,CAROLINA SOUTHERN BANK,CAROLINA SOUTHERN BANK,30000-0000027527,,,,
3534.0,VALRICO STATE BANK,VALRICO STATE BANK,30000-0000027536,,,,
3536.0,1ST CONSTITUTION BANK,1ST CONSTITUTION BANK,30000-0000027552,,,,
3537.0,MD PERMANENT BANK & TRUST CO.,MD PERMANENT BANK & TRUST CO.,30000-0000027555,,,,
3538.0,BURLING BANK,BURLING BANK,30000-0000027556,Burling Bank,Burling Bank,26561.0,100.0
3539.0,CRESCENT BANK AND TRUST,CRESCENT BANK AND TRUST,30000-0000027559,,,,
